dataTimestamp,familyLoadPower,familyLoadPowerStr,name,warningInfoData,inverterTemperature,inverterTemperatureUnit,batteryPower,batteryPowerStr,batteryCapacitySoc,psum,psumStr,iPv1,iPv2,iPv3,iPv4,uPv1,uPv2,uPv3,uPv4,timeStr,bypassLoadPower,bypassLoadPowerStr
1707228652328,0,kW,,512,22.1,℃,-0.756,kW,55,-0.048,kW,0,0,0,0,0,0,0,0,2024-02-06 23:10:52,,
1707228772013,0,kW,,512,22.1,℃,-0.936,kW,55,-0.057,kW,0,0,0,0,0,0,0,0,2024-02-06 23:12:52,,
1707228903296,0,kW,,512,22,℃,-1.008,kW,55,-0.002,kW,0,0,0,0,0,0,0,0,2024-02-06 23:15:03,,
1707228912102,0,kW,,512,22,℃,-0.9,kW,55,-0.098,kW,0,0,0,0,0,0,0,0,2024-02-06 23:15:12,,
1707229012151,0,kW,,512,22,℃,-0.72,kW,55,-0.013,kW,0,0,0,0,0,0,0,0,2024-02-06 23:16:52,,
1707229132160,0,kW,,512,22,℃,-0.468,kW,55,-0.068,kW,0,0,0,0,0,0,0,0,2024-02-06 23:18:52,,
1707229203432,0,kW,,512,22,℃,-0.252,kW,55,-0.009,kW,0,0,0,0,0,0,0,0,2024-02-06 23:20:03,,
1707229253213,0,kW,,512,22,℃,-0.36,kW,55,-0.068,kW,0,0,0,0,0,0,0,0,2024-02-06 23:20:53,,
1707229372089,0.116,kW,,512,22,℃,-0.072,kW,55,-0.001,kW,0,0,0,0,0,0,0,0,2024-02-06 23:22:52,,
1707229503468,0,kW,,512,22,℃,-0.72,kW,55,-0.035,kW,0,0,0,0,0,0,0,0,2024-02-06 23:25:03,,
1707229512066,0,kW,,512,22,℃,-0.108,kW,55,-0.037,kW,0,0,0,0,0,0,0,0,2024-02-06 23:25:12,,
1707229611910,0.069,kW,,512,22,℃,-0.036,kW,55,0.001,kW,0,0,0,0,0,0,0,0,2024-02-06 23:26:51,,
1707229732126,0,kW,,512,22,℃,-0.72,kW,55,-0.075,kW,0,0,0,0,0,0,0,0,2024-02-06 23:28:52,,
1707229803294,0.072,kW,,512,21.9,℃,-0.612,kW,55,-0.071,kW,0,0,0,0,0,0,0,0,2024-02-06 23:30:03,,
1707229850914,0.059,kW,,512,21.9,℃,-0.144,kW,55,-0.023,kW,0,0,0,0,0,0,0,0,2024-02-06 23:30:50,,
1707229971947,0,kW,,512,21.9,℃,-0.072,kW,55,0.014,kW,0,0,0,0,0,0,0,0,2024-02-06 23:32:51,,
1707230103227,0,kW,,512,21.8,℃,-0.54,kW,55,-0.094,kW,0,0,0,0,0,0,0,0,2024-02-06 23:35:03,,
1707230112037,0,kW,,512,21.9,℃,-0.144,kW,55,-0.095,kW,0,0,0,0,0,0,0,0,2024-02-06 23:35:12,,
1707230212281,0,kW,,512,21.8,℃,-0.864,kW,55,0.036,kW,0,0,0,0,0,0,0,0,2024-02-06 23:36:52,,
1707230331993,0.065,kW,,512,21.9,℃,-0.216,kW,55,-0.023,kW,0,0,0,0,0,0,0,0,2024-02-06 23:38:51,,
1707230403279,0,kW,,512,21.9,℃,-0.971,kW,55,-0.011,kW,0,0,0,0,0,0,0,0,2024-02-06 23:40:03,,
1707230452104,0,kW,,512,21.9,℃,-0.971,kW,55,-0.056,kW,0,0,0,0,0,0,0,0,2024-02-06 23:40:52,,
1707230572427,0,kW,,512,21.8,℃,-0.863,kW,55,-0.05,kW,0,0,0,0,0,0,0,0,2024-02-06 23:42:52,,
1707230703295,0,kW,,512,21.8,℃,-0.863,kW,55,-0.092,kW,0,0,0,0,0,0,0,0,2024-02-06 23:45:03,,
1707230712099,0,kW,,512,21.8,℃,-1.186,kW,55,0,kW,0,0,0,0,0,0,0,0,2024-02-06 23:45:12,,
1707230812349,0,kW,,512,21.8,℃,-0.324,kW,55,-0.011,kW,0,0,0,0,0,0,0,0,2024-02-06 23:46:52,,
1707230932056,0,kW,,512,21.8,℃,-0.935,kW,55,-0.053,kW,0,0,0,0,0,0,0,0,2024-02-06 23:48:52,,
1707231003430,0,kW,,512,21.8,℃,-0.576,kW,54,-0.068,kW,0,0,0,0,0,0,0,0,2024-02-06 23:50:03,,
1707231052273,0.104,kW,,512,21.8,℃,-0.108,kW,54,0,kW,0,0,0,0,0,0,0,0,2024-02-06 23:50:52,,
1707231172085,0,kW,,512,21.8,℃,-0.54,kW,54,-0.026,kW,0,0,0,0,0,0,0,0,2024-02-06 23:52:52,,
1707231303361,0,kW,,512,21.8,℃,-0.396,kW,54,-0.092,kW,0,0,0,0,0,0,0,0,2024-02-06 23:55:03,,
1707231312064,0,kW,,512,21.8,℃,-0.539,kW,54,-0.102,kW,0,0,0,0,0,0,0,0,2024-02-06 23:55:12,,
1707231411905,0,kW,,512,21.8,℃,-0.503,kW,54,-0.002,kW,0,0,0,0,0,0,0,0,2024-02-06 23:56:51,,
1707231531919,0.094,kW,,512,21.8,℃,-0.108,kW,54,-0.058,kW,0,0,0,0,0,0,0,0,2024-02-06 23:58:51,,
1707231603291,0,kW,,512,21.8,℃,-0.719,kW,54,-0.052,kW,0,0,0,0,0,0,0,0,2024-02-07 0:00:03,,
1707231651111,0,kW,,512,21.8,℃,-0.863,kW,54,-0.016,kW,0,0,0,0,0,0,0,0,2024-02-07 0:00:51,,
1707231772164,0,kW,,512,21.7,℃,-0.108,kW,54,-0.064,kW,0,0,0,0,0,0,0,0,2024-02-07 0:02:52,,
1707231903120,0,kW,,512,21.7,℃,-0.18,kW,54,-0.024,kW,0,0,0,0,0,0,0,0,2024-02-07 0:05:03,,
1707231912031,0,kW,,512,21.7,℃,-0.467,kW,54,-0.022,kW,0,0,0,0,0,0,0,0,2024-02-07 0:05:12,,
1707232012176,0,kW,,512,21.7,℃,-0.575,kW,54,-0.075,kW,0,0,0,0,0,0,0,0,2024-02-07 0:06:52,,
1707232131783,0,kW,,512,21.7,℃,-0.252,kW,54,-0.017,kW,0,0,0,0,0,0,0,0,2024-02-07 0:08:51,,
1707232252014,0,kW,,512,21.6,℃,-0.898,kW,54,0.01,kW,0,0,0,0,0,0,0,0,2024-02-07 0:10:52,,
1707232372114,0,kW,,512,21.6,℃,-0.288,kW,54,-0.033,kW,0,0,0,0,0,0,0,0,2024-02-07 0:12:52,,
1707232502983,0,kW,,512,21.6,℃,-0.683,kW,54,-0.055,kW,0,0,0,0,0,0,0,0,2024-02-07 0:15:02,,
1707232510969,0,kW,,512,21.6,℃,-0.36,kW,54,-0.057,kW,0,0,0,0,0,0,0,0,2024-02-07 0:15:10,,
1707232611939,0,kW,,512,21.6,℃,-0.108,kW,54,-0.067,kW,0,0,0,0,0,0,0,0,2024-02-07 0:16:51,,
1707232732055,0,kW,,512,21.6,℃,-0.216,kW,54,-0.047,kW,0,0,0,0,0,0,0,0,2024-02-07 0:18:52,,
1707232805191,0.145,kW,,512,21.6,℃,-0.216,kW,54,0.003,kW,0,0,0,0,0,0,0,0,2024-02-07 0:20:05,,
1707232854729,0,kW,,512,21.6,℃,-0.288,kW,54,-0.05,kW,0,0,0,0,0,0,0,0,2024-02-07 0:20:54,,
1707232972080,0,kW,,512,21.6,℃,-0.144,kW,54,-0.002,kW,0,0,0,0,0,0,0,0,2024-02-07 0:22:52,,
1707233103461,0,kW,,512,21.5,℃,-0.288,kW,54,-0.027,kW,0,0,0,0,0,0,0,0,2024-02-07 0:25:03,,
1707233111965,0,kW,,512,21.5,℃,-0.288,kW,54,-0.082,kW,0,0,0,0,0,0,0,0,2024-02-07 0:25:11,,
1707233212823,0,kW,,512,21.5,℃,-0.252,kW,54,-0.079,kW,0,0,0,0,0,0,0,0,2024-02-07 0:26:52,,
1707233337240,0.078,kW,,512,21.5,℃,-0.431,kW,54,-0.151,kW,0,0,0,0,0,0,0,0,2024-02-07 0:28:57,,
1707233403389,0,kW,,512,21.4,℃,-0.036,kW,54,-0.016,kW,0,0,0,0,0,0,0,0,2024-02-07 0:30:03,,
1707233451827,0,kW,,512,21.4,℃,-0.216,kW,54,0.005,kW,0,0,0,0,0,0,0,0,2024-02-07 0:30:51,,
1707233572253,0,kW,,512,21.4,℃,-0.826,kW,54,0.001,kW,0,0,0,0,0,0,0,0,2024-02-07 0:32:52,,
1707233703116,0,kW,,512,21.4,℃,-0.395,kW,54,-0.07,kW,0,0,0,0,0,0,0,0,2024-02-07 0:35:03,,
1707233711927,0,kW,,512,21.4,℃,-0.431,kW,54,-0.066,kW,0,0,0,0,0,0,0,0,2024-02-07 0:35:11,,
1707233812075,0,kW,,512,21.4,℃,-0.79,kW,54,-0.011,kW,0,0,0,0,0,0,0,0,2024-02-07 0:36:52,,
1707233931875,0,kW,,512,21.4,℃,-0.862,kW,54,-0.058,kW,0,0,0,0,0,0,0,0,2024-02-07 0:38:51,,
1707234051998,0,kW,,512,21.4,℃,-0.395,kW,53,-0.062,kW,0,0,0,0,0,0,0,0,2024-02-07 0:40:51,,
1707234171805,0,kW,,512,21.4,℃,-0.754,kW,53,-0.01,kW,0,0,0,0,0,0,0,0,2024-02-07 0:42:51,,
1707234303589,0,kW,,512,21.5,℃,-0.79,kW,53,-0.103,kW,0,0,0,0,0,0,0,0,2024-02-07 0:45:03,,
1707234312014,0,kW,,512,21.5,℃,-0.431,kW,53,-0.038,kW,0,0,0,0,0,0,0,0,2024-02-07 0:45:12,,
1707234411931,0,kW,,512,21.5,℃,-0.395,kW,53,0.035,kW,0,0,0,0,0,0,0,0,2024-02-07 0:46:51,,
1707234532056,0,kW,,512,21.4,℃,-0.539,kW,53,-0.01,kW,0,0,0,0,0,0,0,0,2024-02-07 0:48:52,,
1707234603324,0,kW,,512,21.4,℃,-0.323,kW,53,-0.079,kW,0,0,0,0,0,0,0,0,2024-02-07 0:50:03,,
1707234651859,0,kW,,512,21.4,℃,-0.754,kW,53,-0.029,kW,0,0,0,0,0,0,0,0,2024-02-07 0:50:51,,
1707234771669,0.087,kW,,512,21.4,℃,-0.251,kW,53,0.045,kW,0,0,0,0,0,0,0,0,2024-02-07 0:52:51,,
1707234903255,0.112,kW,,512,21.4,℃,-0.072,kW,53,-0.018,kW,0,0,0,0,0,0,0,0,2024-02-07 0:55:03,,
1707234911971,0,kW,,512,21.4,℃,-0.897,kW,53,-0.019,kW,0,0,0,0,0,0,0,0,2024-02-07 0:55:11,,
1707235012033,0.067,kW,,512,21.4,℃,-0.036,kW,53,0.032,kW,0,0,0,0,0,0,0,0,2024-02-07 0:56:52,,
1707235132037,0,kW,,512,21.4,℃,-0.718,kW,53,-0.073,kW,0,0,0,0,0,0,0,0,2024-02-07 0:58:52,,
1707235203184,0,kW,,512,21.4,℃,-0.789,kW,53,-0.023,kW,0,0,0,0,0,0,0,0,2024-02-07 1:00:03,,
1707235251823,0,kW,,512,21.4,℃,-0.467,kW,53,-0.031,kW,0,0,0,0,0,0,0,0,2024-02-07 1:00:51,,
1707235372042,0.058,kW,,512,21.3,℃,-0.072,kW,53,-0.055,kW,0,0,0,0,0,0,0,0,2024-02-07 1:02:52,,
1707235503228,0,kW,,512,21.3,℃,-0.395,kW,53,-0.041,kW,0,0,0,0,0,0,0,0,2024-02-07 1:05:03,,
1707235512025,0,kW,,512,21.3,℃,-0.61,kW,53,-0.066,kW,0,0,0,0,0,0,0,0,2024-02-07 1:05:12,,
1707235611969,0,kW,,512,21.3,℃,-0.108,kW,53,0.001,kW,0,0,0,0,0,0,0,0,2024-02-07 1:06:51,,
1707235732089,0,kW,,512,21.3,℃,-0.61,kW,53,-0.066,kW,0,0,0,0,0,0,0,0,2024-02-07 1:08:52,,
1707235803147,0.091,kW,,512,21.4,℃,-0.036,kW,53,-0.045,kW,0,0,0,0,0,0,0,0,2024-02-07 1:10:03,,
1707235852096,0.132,kW,,512,21.4,℃,-0.179,kW,53,-0.047,kW,0,0,0,0,0,0,0,0,2024-02-07 1:10:52,,
1707235971704,0,kW,,512,21.4,℃,-0.072,kW,53,-0.07,kW,0,0,0,0,0,0,0,0,2024-02-07 1:12:51,,
1707236103648,0,kW,,512,21.3,℃,-0.108,kW,53,-0.021,kW,0,0,0,0,0,0,0,0,2024-02-07 1:15:03,,
1707236111990,0,kW,,512,21.3,℃,-0.179,kW,53,-0.002,kW,0,0,0,0,0,0,0,0,2024-02-07 1:15:11,,
1707236211734,0,kW,,512,21.3,℃,-0.179,kW,53,0,kW,0,0,0,0,0,0,0,0,2024-02-07 1:16:51,,
1707236332046,0,kW,,512,21.3,℃,-0.144,kW,53,-0.045,kW,0,0,0,0,0,0,0,0,2024-02-07 1:18:52,,
1707236403218,0,kW,,512,21.2,℃,-0.61,kW,53,-0.032,kW,0,0,0,0,0,0,0,0,2024-02-07 1:20:03,,
1707236451959,0,kW,,512,21.2,℃,-0.179,kW,53,-0.032,kW,0,0,0,0,0,0,0,0,2024-02-07 1:20:51,,
1707236572076,0,kW,,512,21.2,℃,-1.004,kW,53,-0.057,kW,0,0,0,0,0,0,0,0,2024-02-07 1:22:52,,
1707236703454,0,kW,,512,21.2,℃,-0.072,kW,53,-0.057,kW,0,0,0,0,0,0,0,0,2024-02-07 1:25:03,,
1707236711958,0.056,kW,,512,21.2,℃,-0.072,kW,53,-0.004,kW,0,0,0,0,0,0,0,0,2024-02-07 1:25:11,,
1707236811691,0,kW,,512,21.2,℃,-0.43,kW,53,-0.052,kW,0,0,0,0,0,0,0,0,2024-02-07 1:26:51,,
1707236932013,0,kW,,512,21.2,℃,-0.466,kW,53,-0.004,kW,0,0,0,0,0,0,0,0,2024-02-07 1:28:52,,
1707237003179,0,kW,,512,21.2,℃,-0.538,kW,53,-0.068,kW,0,0,0,0,0,0,0,0,2024-02-07 1:30:03,,
1707237051725,0,kW,,512,21.2,℃,-0.143,kW,52,-0.059,kW,0,0,0,0,0,0,0,0,2024-02-07 1:30:51,,
1707237171835,0,kW,,512,21.2,℃,-0.251,kW,52,-0.015,kW,0,0,0,0,0,0,0,0,2024-02-07 1:32:51,,
1707237303113,0,kW,,512,21.2,℃,-1.182,kW,52,-0.003,kW,0,0,0,0,0,0,0,0,2024-02-07 1:35:03,,
1707237311012,0.07,kW,,512,21.2,℃,-0.717,kW,52,-0.018,kW,0,0,0,0,0,0,0,0,2024-02-07 1:35:11,,
1707237412065,0,kW,,512,21.2,℃,-0.287,kW,52,-0.17,kW,0,0,0,0,0,0,0,0,2024-02-07 1:36:52,,
1707237532081,0,kW,,512,21.2,℃,-0.753,kW,52,-0.082,kW,0,0,0,0,0,0,0,0,2024-02-07 1:38:52,,
1707237603249,0,kW,,512,21.2,℃,-0.143,kW,52,-0.002,kW,0,0,0,0,0,0,0,0,2024-02-07 1:40:03,,
1707237651993,0,kW,,512,21.2,℃,-0.43,kW,52,0.01,kW,0,0,0,0,0,0,0,0,2024-02-07 1:40:51,,
1707237772210,0,kW,,512,21.2,℃,-0.466,kW,52,-0.002,kW,0,0,0,0,0,0,0,0,2024-02-07 1:42:52,,
1707237903179,0,kW,,512,21.2,℃,-0.251,kW,52,-0.093,kW,0,0,0,0,0,0,0,0,2024-02-07 1:45:03,,
1707237911985,0,kW,,512,21.2,℃,-0.215,kW,52,-0.097,kW,0,0,0,0,0,0,0,0,2024-02-07 1:45:11,,
1707238011724,0,kW,,512,21.2,℃,-0.681,kW,52,-0.098,kW,0,0,0,0,0,0,0,0,2024-02-07 1:46:51,,
1707238131742,0,kW,,512,21.2,℃,-0.108,kW,52,-0.094,kW,0,0,0,0,0,0,0,0,2024-02-07 1:48:51,,
1707238203008,0,kW,,512,21.2,℃,-0.538,kW,52,0.045,kW,0,0,0,0,0,0,0,0,2024-02-07 1:50:03,,
1707238251959,0.112,kW,,512,21.1,℃,-0.215,kW,52,-0.01,kW,0,0,0,0,0,0,0,0,2024-02-07 1:50:51,,
1707238371971,0,kW,,512,21.2,℃,-0.072,kW,52,-0.081,kW,0,0,0,0,0,0,0,0,2024-02-07 1:52:51,,
1707238503246,0,kW,,512,21.2,℃,-0.072,kW,52,-0.02,kW,0,0,0,0,0,0,0,0,2024-02-07 1:55:03,,
1707238511959,0,kW,,512,21.2,℃,-0.824,kW,52,-0.075,kW,0,0,0,0,0,0,0,0,2024-02-07 1:55:11,,
1707238611684,0,kW,,512,21.1,℃,-0.179,kW,52,-0.08,kW,0,0,0,0,0,0,0,0,2024-02-07 1:56:51,,
1707238731704,0,kW,,512,21.1,℃,-0.645,kW,52,-0.021,kW,0,0,0,0,0,0,0,0,2024-02-07 1:58:51,,
1707238803179,0,kW,,512,21.2,℃,-0.072,kW,52,-0.058,kW,0,0,0,0,0,0,0,0,2024-02-07 2:00:03,,
1707238851510,0.089,kW,,512,21.2,℃,-0.072,kW,52,-0.045,kW,0,0,0,0,0,0,0,0,2024-02-07 2:00:51,,
1707238972038,0,kW,,512,21.2,℃,-0.322,kW,52,-0.006,kW,0,0,0,0,0,0,0,0,2024-02-07 2:02:52,,
1707239103222,0,kW,,512,21.2,℃,-0.251,kW,52,-0.108,kW,0,0,0,0,0,0,0,0,2024-02-07 2:05:03,,
1707239112019,0,kW,,512,21.2,℃,-0.322,kW,52,-0.087,kW,0,0,0,0,0,0,0,0,2024-02-07 2:05:12,,
1707239211860,0,kW,,512,21.2,℃,-0.68,kW,52,-0.037,kW,0,0,0,0,0,0,0,0,2024-02-07 2:06:51,,
1707239332282,0,kW,,512,21.2,℃,-0.358,kW,52,-0.096,kW,0,0,0,0,0,0,0,0,2024-02-07 2:08:52,,
1707239403861,0,kW,,512,21.1,℃,-1.038,kW,52,-0.037,kW,0,0,0,0,0,0,0,0,2024-02-07 2:10:03,,
1707239451989,0,kW,,512,21.1,℃,-0.107,kW,52,-0.048,kW,0,0,0,0,0,0,0,0,2024-02-07 2:10:51,,
1707239572002,0.053,kW,,512,21.1,℃,-0.788,kW,52,-0.084,kW,0,0,0,0,0,0,0,0,2024-02-07 2:12:52,,
1707239703382,0.102,kW,,512,21.1,℃,-0.072,kW,52,-0.008,kW,0,0,0,0,0,0,0,0,2024-02-07 2:15:03,,
